1. YEAR,2. TRIFD,3. FRS ID,4. FACILITY NAME,5. STREET ADDRESS,6. CITY,7. COUNTY,8. ST,9. ZIP,10. BIA,11. TRIBE,12. LATITUDE,13. LONGITUDE,14. HORIZONTAL DATUM,15. PARENT CO NAME,16. PARENT CO DB NUM,17. STANDARD PARENT CO NAME,18. FOREIGN PARENT CO NAME,19. FOREIGN PARENT CO DB NUM,20. STANDARD FOREIGN PARENT CO NAME,21. FEDERAL FACILITY,22. INDUSTRY SECTOR CODE,23. INDUSTRY SECTOR,24. PRIMARY SIC,25. SIC 2,26. SIC 3,27. SIC 4,28. SIC 5,29. SIC 6,30. PRIMARY NAICS,31. NAICS 2,32. NAICS 3,33. NAICS 4,34. NAICS 5,35. NAICS 6,36. DOC_CTRL_NUM,37. CHEMICAL,38. ELEMENTAL METAL INCLUDED,39. TRI CHEMICAL/COMPOUND ID,40. CAS#,41. SRS ID,42. CLEAN AIR ACT CHEMICAL,43. CLASSIFICATION,44. METAL,45. METAL CATEGORY,46. CARCINOGEN,47. PBT,48. PFAS,49. FORM TYPE,50. UNIT OF MEASURE,51. 5.1 - FUGITIVE AIR,52. 5.2 - STACK AIR,53. 5.3 - WATER,54. 5.4 - UNDERGROUND,55. 5.4.1 - UNDERGROUND CL I,56. 5.4.2 - UNDERGROUND C II-V,57. 5.5.1 - LANDFILLS,58. 5.5.1A - RCRA C LANDFILL,59. 5.5.1B - OTHER LANDFILLS,60. 5.5.2 - LAND TREATMENT,61. 5.5.3 - SURFACE IMPNDMNT,62. 5.5.3A - RCRA SURFACE IM,63. 5.5.3B - OTHER SURFACE I,64. 5.5.4 - OTHER DISPOSAL,65. ON-SITE RELEASE TOTAL,66. 6.1 - POTW - TRNS RLSE,67. 6.1 - POTW - TRNS TRT,68. POTW - TOTAL TRANSFERS,69. 6.2 - M10,70. 6.2 - M41,71. 6.2 - M62,72. 6.2 - M40 METAL,73. 6.2 - M61 METAL,74. 6.2 - M71,75. 6.2 - M81,76. 6.2 - M82,77. 6.2 - M72,78. 6.2 - M63,79. 6.2 - M66,80. 6.2 - M67,81. 6.2 - M64,82. 6.2 - M65,83. 6.2 - M73,84. 6.2 - M79,85. 6.2 - M90,86. 6.2 - M94,87. 6.2 - M99,88. OFF-SITE RELEASE TOTAL,89. 6.2 - M20,90. 6.2 - M24,91. 6.2 - M26,92. 6.2 - M28,93. 6.2 - M93,94. OFF-SITE RECYCLED TOTAL,95. 6.2 - M56,96. 6.2 - M92,97. OFF-SITE ENERGY RECOVERY T,98. 6.2 - M40 NON-METAL,99. 6.2 - M50,100. 6.2 - M54,101. 6.2 - M61 NON-METAL,102. 6.2 - M69,103. 6.2 - M95,104. OFF-SITE TREATED TOTAL,105. 6.2 - UNCLASSIFIED,106. 6.2 - TOTAL TRANSFER,107. TOTAL RELEASES,108. 8.1 - RELEASES,109. 8.1A - ON-SITE CONTAINED,110. 8.1B - ON-SITE OTHER,111. 8.1C - OFF-SITE CONTAIN,112. 8.1D - OFF-SITE OTHER R,113. 8.2 - ENERGY RECOVER ON,114. 8.3 - ENERGY RECOVER OF,115. 8.4 - RECYCLING ON SITE,116. 8.5 - RECYCLING OFF SIT,117. 8.6 - TREATMENT ON SITE,118. 8.7 - TREATMENT OFF SITE,119. PRODUCTION WSTE (8.1-8.7),120. 8.8 - ONE-TIME RELEASE,121. PROD_RATIO_OR_ ACTIVITY,122. 8.9 - PRODUCTION RATIO
2024,21226WRGRC5500C,110000867214,GRACE DAVISON-CURTIS BAY WORKS,5500 CHEMICAL RD,BALTIMORE,BALTIMORE (CITY),MD,21226,,,39.212538,-76.567648,,W R GRACE & CO,001367846,W R GRACE & CO,NA,,NA,NO,325,Chemicals,,,,,,,325180,,,,,,1324223188968,Ammonia,NO,0007664417,7664-41-7,152389,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,8480.000,13000.000,2609.000,0.000,0.000,0.000,0.000,0.000,1331.000,0.000,0.000,0.000,0.000,0.000,25420.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6991.000,0.000,0.000,6991.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6991.000,32411.000,0.000,1331.000,24089.000,0.000,6991.000,0.000,0.000,85951.000,0.000,29734.000,0.000,148096.000,,PRODUCTION,1.010
2024,2111WLDCST25CNW,110070813761,OLDCASTLE APG MID-ATLANTIC CROFTON MD,2500 CONWAY RD,ODENTON,ANNE ARUNDEL,MD,21113,,,39.020100,-76.696739,,CRH AMERICAS INC,037176591,CRH AMERICAS INC,NA,,CRH PUBLIC LTD CO,NO,327,Nonmetallic Mineral Product,,,,,,,327999,,,,,,1324222687497,Lead  And Lead Compounds,YES,N420,N420,650002,YES,PBT,YES,Metal complound categories,NO,YES,NO,R,Pounds,0.000,0.033,0.167,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.200,0.000,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.200,,PRODUCTION,1.030
2024,21030NXLLC93BEA,110000772218,NOXELL CORP,93 BEAVER CT,HUNT VALLEY,BALTIMORE,MD,21030,,,39.477449,-76.649707,,NA,,COTY US LLC,NA,,NA,NO,325,Chemicals,,,,,,,325620,,,,,,1324222885081,Zinc compounds,NO,N982,N982,649699,NO,TRI,YES,Metal complound categories,NO,NO,NO,R,Pounds,2.400,7.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.600,17.910,0.000,17.910,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,589.000,0.000,606.910,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,606.910,616.510,0.000,0.000,9.600,0.000,606.910,0.000,0.000,0.000,0.000,0.000,0.000,616.510,,PRODUCTION,0.750
2024,2111WSGCNC1852J,110002473430,S&G CONCRETE ODENTON,1852 JACKSON GROVE ROAD,ODENTON,ANNE ARUNDEL,MD,21113,,,39.102740,-76.697772,,VULCAN MATERIALS CO,805344798,VULCAN MATERIALS CO,NA,,NA,NO,327,Nonmetallic Mineral Product,,,,,,,327320,,,,,,1324222995286,Lead,NO,0007439921,7439-92-1,149583,NO,PBT,YES,Elemental metals,YES,YES,NO,R,Pounds,0.019,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.020,0.000,0.000,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.020,,PRODUCTION,1.850
2024,21226WRGRC5500C,110000867214,GRACE DAVISON-CURTIS BAY WORKS,5500 CHEMICAL RD,BALTIMORE,BALTIMORE (CITY),MD,21226,,,39.212538,-76.567648,,W R GRACE & CO,001367846,W R GRACE & CO,NA,,NA,NO,325,Chemicals,,,,,,,325180,,,,,,1324223192372,Chromium  and Chromium Compounds(except for chromite ore mined in the Transvaal Region),YES,N090,N090,649475,YES,TRI,YES,Metal complound categories,NO,NO,NO,R,Pounds,18.000,112.000,463.000,0.000,0.000,0.000,0.000,0.000,1302.000,0.000,0.000,0.000,0.000,0.000,1895.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10178.000,0.000,10178.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10178.000,12073.000,0.000,1302.000,593.000,0.000,10178.000,0.000,0.000,0.000,0.000,0.000,0.000,12073.000,,PRODUCTION,0.990
2024,21835STRNSRFD1X,110000340685,DARLING INGREDIENTS INC.- LINKWOOD FACILITY,5420 LINKWOOD RD,LINKWOOD,DORCHESTER,MD,21835,,,38.561234,-75.934064,,DARLING INGREDIENTS INC,005092358,DARLING INGREDIENTS INC,NA,,NA,NO,311,Food,,,,,,,311613,,,,,,1324222409500,Nitrate compounds (water dissociable; reportable only when in aqueous solution),NO,N511,N511,649616,NO,TRI,NO,May contain metal,NO,NO,NO,R,Pounds,0.000,0.000,47519.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,47519.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,36.130,0.000,0.000,0.000,0.000,36.130,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,36.130,47555.130,0.000,0.000,47519.000,0.000,36.130,0.000,0.000,0.000,0.000,15309.000,0.000,62864.130,,ACTIVITY,1.000
2024,21801PLYMT2000I,110000340630,PLYMOUTH TUBE CO,2000 INDUSTRIAL PKWY,SALISBURY,WICOMICO,MD,21801,,,38.397551,-75.588358,,PLYMOUTH TUBE CO,049813314,PLYMOUTH TUBE CO,NA,,NA,NO,331,Primary Metals,,,,,,,331210,,,,,,1324222470306,Hydrogen fluoride,NO,0007664393,7664-39-3,152371,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,,PRODUCTION,0.950
2024,21226LCLCX3440F,110000867321,SOLVAY USA LLC,3440 FAIRFIELD RD,BALTIMORE,BALTIMORE (CITY),MD,21226,,,39.233914,-76.576864,,SYENSQO HOLDING INC,874748937,SYENSQO HOLDING INC,SYENSQO SA,372787070,SYENSQO SA,NO,325,Chemicals,,,,,,,325613,325199,,,,,1324223130978,"1,4-Dioxane",NO,0000123911,123-91-1,33241,YES,TRI,NO,Non_Metal,YES,NO,NO,R,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,34.260,26.920,61.180,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,279.000,0.000,0.000,0.000,0.000,0.000,313.260,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,28.920,0.000,342.180,313.260,0.000,0.000,0.000,279.610,33.650,0.000,0.000,0.000,0.000,4.000,28.920,346.180,,PRODUCTION,1.210
2024,2073WSMCLN568KI,110071071826,SMO CLINTON PLANT,5608 KIRBY RD,CLINTON,PRINCE GEORGE'S,MD,20735,,,38.783284,-76.910730,,STAR GROUP LP,NA,STAR GROUP LP,NA,,NA,NO,999,Other,,,,,,,457210,,,,,,1324223096696,Naphthalene,NO,0000091203,91-20-3,13326,YES,TRI,NO,Non_Metal,YES,NO,NO,A,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000
2024,21801PRDNCZIONC,110009684010,PERDUE AGRIBUSINESS LLC - SALISBURY MD,6906 ZION CHURCH RD,SALISBURY,WICOMICO,MD,21804,,,38.381856,-75.526028,,PERDUE FARMS INC,022666820,PERDUE FARMS INC,NA,,NA,NO,311,Food,,,,,,,311224,311225,311119,,,,1324222868349,Zinc compounds,NO,N982,N982,649699,NO,TRI,YES,Metal complound categories,NO,NO,NO,A,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000
2024,2103WBYNNS16ALT,110043326479,BEYNON SPORTS SURFACES,16 ALT RD,HUNT VALLEY,BALTIMORE,MD,21030,,,39.481660,-76.646073,,NA,,NA,NA,,NA,NO,326,Plastics and Rubber,,,,,,,326150,,,,,,1324222559888,Diisocyanates,NO,N120,N120,649715,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,20.000,0.000,0.000,0.000,20.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,20.000,20.000,0.000,PRODUCTION,0.950
2024,2107WFCHSN38HAM,110070234075,FUCHS N.A.,3800 HAMPSTEAD MEXICO RD - TOWN OF HAMSTEAD,HAMPSTEAD,CARROLL,MD,21074,,,39.611781,-76.860887,,NA,,FUCHS NORTH AMERICA,NA,,NA,NO,311,Food,,,,,,,311942,,,,,,1324222443412,Ethylene oxide,NO,0000075218,75-21-8,5405,YES,TRI,NO,Non_Metal,YES,NO,NO,A,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000
2024,2075WFRTGR24685,110064273003,FORT GEORGE G MEADE (RANGE),4216 ROBERTS AVE,FORT GEORGE G MEADE,ANNE ARUNDEL,MD,20755,,,39.096457,-76.737760,,US DEPARTMENT OF DEFENSE,NA,US DEPARTMENT OF DEFENSE,NA,,NA,YES,999,Other,,,,,,,928110,,,,,,1324222558645,Lead,NO,0007439921,7439-92-1,149583,NO,PBT,YES,Elemental metals,YES,YES,NO,R,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,3.000,0.000,862.000,0.000,0.000,0.000,862.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,865.000,3.000,0.000,0.000,0.000,0.000,3.000,0.000,0.000,0.000,862.000,0.000,0.000,865.000,,ACTIVITY,1.880
2024,20705GGPRS11642,110000856681,EATON AEROSPACE,11642 OLD BALTIMORE PIKE,BELTSVILLE,PRINCE GEORGE'S,MD,20705,,,39.045655,-76.893607,,EATON CORP,004155818,EATON CORP,NA,,NA,NO,336,Transportation Equipment,,,,,,,336413,,,,,,1324223067873,Chromium,NO,0007440473,7440-47-3,150060,YES,TRI,YES,Elemental metals,NO,NO,NO,R,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,0.000,0.100,0.000,16.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,16.100,0.000,0.000,0.000,0.000,36000.000,36000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,36016.100,16.100,0.000,0.000,0.000,0.076,16.024,0.000,0.000,0.000,36000.000,0.000,0.000,36016.100,,PRODUCTION,1.320
2024,21863HLLYF207BA,110000340694,TYSON FARMS INC FEED MILL SNOW HILL,207 BAY ST,SNOW HILL,WORCESTER,MD,21863,,,38.176715,-75.384620,,TYSON FOODS INC,006903702,TYSON FOODS INC,NA,,NA,NO,311,Food,,,,,,,311119,,,,,,1324222513513,Copper compounds,NO,N100,N100,649491,NO,TRI,YES,Metal complound categories,NO,NO,NO,A,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000
2024,21226CTGPT2201S,110019893329,CITGO PETROLEUM CORP,2201 SOUTHPORT AVE,BALTIMORE,BALTIMORE (CITY),MD,21226,,,39.229478,-76.568788,,PDV HOLDING INC.,119272531,PDV HOLDING INC,PDVSA PETROLEOS S.A.,885354373,PDVSA PETROLEOS SA,NO,4247,Petroleum Bulk Terminals,,,,,,,424710,,,,,,1324222771952,Ethylbenzene,NO,0000100414,100-41-4,19406,YES,TRI,NO,Non_Metal,YES,NO,NO,R,Pounds,10.000,47.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,57.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,57.000,0.000,0.000,57.000,0.000,0.000,0.000,0.000,0.000,0.000,1095.000,0.000,1152.000,,PRODUCTION,0.890
2024,21778BRLBR9801R,110000340462,GLEN-GERY CORP - ROCKY RIDGE PLANT,9801 ROCKY RIDGE RD,ROCKY RIDGE,FREDERICK,MD,21778,,,39.604800,-77.329204,,BRICKWORKS BUILDING PRODUCTS NA,117186318,BRICKWORKS BUILDING PRODUCTS NORTH AMERICA,BRICKWORKS LTD,750292849,BRICKWORKS LTD,NO,327,Nonmetallic Mineral Product,,,,,,,327120,,,,,,1324222872210,Manganese compounds,NO,N450,N450,650010,YES,TRI,YES,Metal complound categories,NO,NO,NO,A,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000
2024,21224BLDNG1500P,110001767464,BUILDING MATERIALS MANUFACTURING LLC,1500 S PONCA ST,BALTIMORE,BALTIMORE (CITY),MD,21224,,,39.276046,-76.554340,,G HOLDINGS INC,NA,G HOLDINGS INC,NA,,NA,NO,324,Petroleum,,,,,,,324122,,,,,,1324222526232,"Benzo[g,h,i]perylene",NO,0000191242,191-24-2,40576,YES,PBT,NO,Non_Metal,NO,YES,NO,R,Pounds,0.000,0.070,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.070,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.200,0.000,0.000,0.000,0.200,0.000,0.200,0.070,0.000,0.000,0.070,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.200,0.270,,PRODUCTION,0.900
2024,21230SHRWN2325H,110000340131,SHERWIN-WILLIAMS CO,2325 HOLLINS FERRY RD,BALTIMORE,BALTIMORE (CITY),MD,21230,,,39.263753,-76.642670,,THE SHERWIN-WILLIAMS CO,004206397,THE SHERWIN-WILLIAMS CO,NA,,NA,NO,325,Chemicals,,,,,,,325510,,,,,,1324223129141,Vinyl acetate,NO,0000108054,108-05-4,24828,YES,TRI,NO,Non_Metal,YES,NO,NO,R,Pounds,57.000,238.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,295.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,372.000,0.000,0.000,0.000,0.000,0.000,0.000,372.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,372.000,667.000,0.000,0.000,295.000,372.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,667.000,,PRODUCTION,0.960
2024,21701GRFFT200ES,110000340337,GRIFFITH ENERGY SERVICES INC FREDERICK BULK PLANT,200 E S ST,FREDERICK,FREDERICK,MD,21701,,,39.431278,-77.391821,,STAR GAS PARTNERS LP,NA,STAR GROUP LP,NA,,NA,NO,999,Other,,,,,,,457210,,,,,,1324223119316,Benzene,NO,0000071432,71-43-2,4754,YES,TRI,NO,Non_Metal,YES,NO,NO,A,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000
2024,21226BLTMR2400P,110008432650,GLOBAL BALTIMORE TERMINAL,2400 PETROLIA AVE,BALTIMORE,BALTIMORE (CITY),MD,21226,,,39.235628,-76.564811,,GLOBAL PARTNERS LP,061167842,GLOBAL PARTNERS LP,NA,,NA,NO,4247,Petroleum Bulk Terminals,,,,,,,424710,,,,,,1324223180466,"Benzo[g,h,i]perylene",NO,0000191242,191-24-2,40576,YES,PBT,NO,Non_Metal,NO,YES,NO,R,Pounds,0.000,0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.038,0.038,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.038,0.008,0.000,0.000,0.008,0.000,0.000,0.000,0.038,0.000,0.000,0.000,0.000,0.046,,ACTIVITY,1.000
2024,2076WJNTBS3466N,110070057475,US DOD USAF JOINT BASE ANDREWS,3466 NORTH CAROLINA AVE - C/O 316 CES,ANDREWS AIR FORCE BASE,PRINCE GEORGE'S,MD,20762,,,38.814950,-76.856052,,US DEPARTMENT OF DEFENSE,NA,US DEPARTMENT OF DEFENSE,NA,,NA,YES,999,Other,,,,,,,928110,,,,,,1324222882351,Naphthalene,NO,0000091203,91-20-3,13326,YES,TRI,NO,Non_Metal,YES,NO,NO,R,Pounds,23.000,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,26.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,270.000,0.000,0.000,0.000,0.000,0.000,0.000,270.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,270.000,296.000,0.000,0.000,26.000,270.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,296.000,,ACTIVITY,1.060
2024,21230SHRWN2325H,110000340131,SHERWIN-WILLIAMS CO,2325 HOLLINS FERRY RD,BALTIMORE,BALTIMORE (CITY),MD,21230,,,39.263753,-76.642670,,THE SHERWIN-WILLIAMS CO,004206397,THE SHERWIN-WILLIAMS CO,NA,,NA,NO,325,Chemicals,,,,,,,325510,,,,,,1324223129053,Ethylene glycol,NO,0000107211,107-21-1,24257,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,1.000,6.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2655.000,0.000,0.000,0.000,0.000,0.000,0.000,2655.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,21.000,0.000,21.000,0.000,2676.000,2662.000,0.000,0.000,7.000,2655.000,0.000,0.000,0.000,0.000,0.000,0.000,21.000,2683.000,,PRODUCTION,0.960
