1. YEAR,2. TRIFD,3. FRS ID,4. FACILITY NAME,5. STREET ADDRESS,6. CITY,7. COUNTY,8. ST,9. ZIP,10. BIA,11. TRIBE,12. LATITUDE,13. LONGITUDE,14. HORIZONTAL DATUM,15. PARENT CO NAME,16. PARENT CO DB NUM,17. STANDARD PARENT CO NAME,18. FOREIGN PARENT CO NAME,19. FOREIGN PARENT CO DB NUM,20. STANDARD FOREIGN PARENT CO NAME,21. FEDERAL FACILITY,22. INDUSTRY SECTOR CODE,23. INDUSTRY SECTOR,24. PRIMARY SIC,25. SIC 2,26. SIC 3,27. SIC 4,28. SIC 5,29. SIC 6,30. PRIMARY NAICS,31. NAICS 2,32. NAICS 3,33. NAICS 4,34. NAICS 5,35. NAICS 6,36. DOC_CTRL_NUM,37. CHEMICAL,38. ELEMENTAL METAL INCLUDED,39. TRI CHEMICAL/COMPOUND ID,40. CAS#,41. SRS ID,42. CLEAN AIR ACT CHEMICAL,43. CLASSIFICATION,44. METAL,45. METAL CATEGORY,46. CARCINOGEN,47. PBT,48. PFAS,49. FORM TYPE,50. UNIT OF MEASURE,51. 5.1 - FUGITIVE AIR,52. 5.2 - STACK AIR,53. 5.3 - WATER,54. 5.4 - UNDERGROUND,55. 5.4.1 - UNDERGROUND CL I,56. 5.4.2 - UNDERGROUND C II-V,57. 5.5.1 - LANDFILLS,58. 5.5.1A - RCRA C LANDFILL,59. 5.5.1B - OTHER LANDFILLS,60. 5.5.2 - LAND TREATMENT,61. 5.5.3 - SURFACE IMPNDMNT,62. 5.5.3A - RCRA SURFACE IM,63. 5.5.3B - OTHER SURFACE I,64. 5.5.4 - OTHER DISPOSAL,65. ON-SITE RELEASE TOTAL,66. 6.1 - POTW - TRNS RLSE,67. 6.1 - POTW - TRNS TRT,68. POTW - TOTAL TRANSFERS,69. 6.2 - M10,70. 6.2 - M41,71. 6.2 - M62,72. 6.2 - M40 METAL,73. 6.2 - M61 METAL,74. 6.2 - M71,75. 6.2 - M81,76. 6.2 - M82,77. 6.2 - M72,78. 6.2 - M63,79. 6.2 - M66,80. 6.2 - M67,81. 6.2 - M64,82. 6.2 - M65,83. 6.2 - M73,84. 6.2 - M79,85. 6.2 - M90,86. 6.2 - M94,87. 6.2 - M99,88. OFF-SITE RELEASE TOTAL,89. 6.2 - M20,90. 6.2 - M24,91. 6.2 - M26,92. 6.2 - M28,93. 6.2 - M93,94. OFF-SITE RECYCLED TOTAL,95. 6.2 - M56,96. 6.2 - M92,97. OFF-SITE ENERGY RECOVERY T,98. 6.2 - M40 NON-METAL,99. 6.2 - M50,100. 6.2 - M54,101. 6.2 - M61 NON-METAL,102. 6.2 - M69,103. 6.2 - M95,104. OFF-SITE TREATED TOTAL,105. 6.2 - UNCLASSIFIED,106. 6.2 - TOTAL TRANSFER,107. TOTAL RELEASES,108. 8.1 - RELEASES,109. 8.1A - ON-SITE CONTAINED,110. 8.1B - ON-SITE OTHER,111. 8.1C - OFF-SITE CONTAIN,112. 8.1D - OFF-SITE OTHER R,113. 8.2 - ENERGY RECOVER ON,114. 8.3 - ENERGY RECOVER OF,115. 8.4 - RECYCLING ON SITE,116. 8.5 - RECYCLING OFF SIT,117. 8.6 - TREATMENT ON SITE,118. 8.7 - TREATMENT OFF SITE,119. PRODUCTION WSTE (8.1-8.7),120. 8.8 - ONE-TIME RELEASE,121. PROD_RATIO_OR_ ACTIVITY,122. 8.9 - PRODUCTION RATIO
2024,21230SHRWN2325H,110000340131,SHERWIN-WILLIAMS CO,2325 HOLLINS FERRY RD,BALTIMORE,BALTIMORE (CITY),MD,21230,,,39.263753,-76.642670,,THE SHERWIN-WILLIAMS CO,004206397,THE SHERWIN-WILLIAMS CO,NA,,NA,NO,325,Chemicals,,,,,,,325510,,,,,,1324223129089,Methanol,NO,0000067561,67-56-1,4283,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,285.000,3791.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4076.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.000,0.000,6.000,0.000,0.000,0.000,0.000,58.000,0.000,58.000,0.000,64.000,4076.000,0.000,0.000,4076.000,0.000,0.000,0.000,6.000,0.000,0.000,0.000,58.000,4140.000,,PRODUCTION,0.960
2024,2101WNBLLS465RI,110071715844,NOBLE OIL SERVICES INC.,4605 RICHLYNN DR,BELCAMP,HARFORD,MD,21017,,,39.476640,-76.233961,,CLEAN HARBORS INC,157793639,CLEAN HARBORS INC,NA,,NA,NO,4247,Petroleum Bulk Terminals,,,,,,,424710,423930,,,,,1324222545927,Ethylene glycol,NO,0000107211,107-21-1,24257,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,3.101,2.395,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.496,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,352394.025,0.000,0.000,352394.025,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,352394.025,5.496,0.000,0.000,5.496,0.000,0.000,0.000,0.000,0.000,352394.025,0.000,0.000,352399.521,,PRODUCTION,1.500
2024,21001MRYLN141CA,110009684092,MARYLAND PAVING INC,1401 CARSINS RUN RD,ABERDEEN,HARFORD,MD,21001,,,39.525192,-76.223905,,NA,,GRAY & SON INC,NA,,NA,NO,324,Petroleum,,,,,,,324121,,,,,,1324222999841,Polycyclic aromatic compounds,NO,N590,N590,649749,YES,PBT,NO,Non_Metal,YES,YES,NO,R,Pounds,0.000,0.060,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.000,0.000,0.060,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,,PRODUCTION,1.550
2024,2106WSMGLN74BAL,110071071805,SMO GLEN BURNIE PLANT,7400 BALTIMORE ANNAPOLIS BLVD,GLEN BURNIE,ANNE ARUNDEL,MD,21061,,,39.170012,-76.630366,,STAR GROUP LP,NA,STAR GROUP LP,NA,,NA,NO,999,Other,,,,,,,457210,,,,,,1324223097217,Naphthalene,NO,0000091203,91-20-3,13326,YES,TRI,NO,Non_Metal,YES,NO,NO,A,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000
2024,20705GGPRS11642,110000856681,EATON AEROSPACE,11642 OLD BALTIMORE PIKE,BELTSVILLE,PRINCE GEORGE'S,MD,20705,,,39.045655,-76.893607,,EATON CORP,004155818,EATON CORP,NA,,NA,NO,336,Transportation Equipment,,,,,,,336413,,,,,,1324223070285,Lead  And Lead Compounds,YES,N420,N420,650002,YES,PBT,YES,Metal complound categories,NO,YES,NO,R,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.730,0.000,0.730,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,133.000,0.000,133.730,0.000,597.290,0.000,0.000,0.000,597.290,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,731.020,133.730,0.000,0.000,0.000,0.460,133.270,0.000,0.000,0.000,597.290,0.000,0.000,731.020,,PRODUCTION,1.320
2024,2120WSCHST3625E,110019905209,SCHUSTER CONCRETE READY MIX LLC-MONUMENT ST,3625 E MONUMENT ST,BALTIMORE,BALTIMORE (CITY),MD,21205,,,39.299362,-76.567795,,SCHUSTER CONCRETE READY MIX LLC,NA,SCHUSTER CONCRETE READY MIX LLC,NA,,NA,NO,327,Nonmetallic Mineral Product,,,,,,,327320,,,,,,1324222431064,Nickel compounds,NO,N495,N495,650036,YES,TRI,YES,Metal complound categories,YES,NO,NO,A,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000
2024,2123WCLNHR191RU,110029273417,CLEAN HARBORS OF BALTIMORE INC.,1910 RUSSELL STREET,BALTIMORE,BALTIMORE (CITY),MD,21230,,,39.270654,-76.632639,,CLEAN HARBORS INC,039322250,CLEAN HARBORS INC,NA,,NA,NO,562,Hazardous Waste,,,,,,,562211,,,,,,1324223156884,Lead,NO,0007439921,7439-92-1,149583,NO,PBT,YES,Elemental metals,YES,YES,NO,R,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.440,0.000,0.000,0.000,0.000,0.000,0.000,4.440,0.000,0.000,13.229,0.000,0.000,13.229,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17.669,4.440,0.000,0.000,0.000,4.440,0.000,0.000,0.000,0.000,13.229,0.000,0.000,17.669,,PRODUCTION,107.000
2024,21226CTGPT2201S,110019893329,CITGO PETROLEUM CORP,2201 SOUTHPORT AVE,BALTIMORE,BALTIMORE (CITY),MD,21226,,,39.229478,-76.568788,,PDV HOLDING INC.,119272531,PDV HOLDING INC,PDVSA PETROLEOS S.A.,885354373,PDVSA PETROLEOS SA,NO,4247,Petroleum Bulk Terminals,,,,,,,424710,,,,,,1324222771990,Lead compounds,NO,N420,N420,650002,YES,PBT,YES,Metal complound categories,NO,YES,NO,R,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,PRODUCTION,0.890
2024,2162WDXNVL365HA,110071498448,DIXON VALVE & COUPLING CO,365 HAACKE DR.,CHESTERTOWN,KENT,MD,21620,,,39.229002,-76.069845,,NA,,NA,NA,,NA,NO,332,Fabricated Metals,,,,,,,332912,332911,332919,,,,1324222771127,Nickel,NO,0007440020,7440-02-0,149674,YES,TRI,YES,Elemental metals,YES,NO,NO,R,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12951.600,0.000,0.000,0.000,12951.600,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12951.600,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12951.600,0.000,0.000,12951.600,,PRODUCTION,1.000
2024,2067WSMBRS21BUG,110071071824,SMO BARSTOW PLANT,201 BUGEYE SQ,PRINCE FREDERICK,CALVERT,MD,20678,,,38.512073,-76.644255,,STAR GROUP LP,NA,STAR GROUP LP,NA,,NA,NO,999,Other,,,,,,,457210,,,,,,1324223095011,n-Hexane,NO,0000110543,110-54-3,26740,YES,TRI,NO,Non_Metal,NO,NO,NO,A,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000
2024,20794WMTBR2112M,110069998596,WM. T. BURNETT & CO.,2112 MONTEVIDEO RD,JESSUP,ANNE ARUNDEL,MD,20794,,,39.161873,-76.765151,,NA,,NA,NA,,NA,NO,326,Plastics and Rubber,,,,,,,326150,,,,,,1324222939340,Toluene diisocyanate (mixed isomers),NO,0026471625,26471-62-5,239681,NO,TRI,NO,Non_Metal,YES,NO,NO,R,Pounds,1.500,150.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,151.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5400.000,0.000,0.000,0.000,0.000,5400.000,0.000,5400.000,151.500,0.000,0.000,151.500,0.000,0.000,0.000,0.000,0.000,0.000,590.400,5400.000,6141.900,,PRODUCTION,0.900
2024,2085WSCHST15121,110070244711,SCHUSTER CONCRETE READY MIX LLC-SOUTHLAWN LN,15121 SOUTHLAWN LN,ROCKVILLE,MONTGOMERY,MD,20850,,,39.104769,-77.132699,,SCHUSTER CONCRETE READY MIX LLC,NA,SCHUSTER CONCRETE READY MIX LLC,NA,,NA,NO,327,Nonmetallic Mineral Product,,,,,,,327320,,,,,,1324222430896,Chromium compounds (except for chromite ore mined in the Transvaal Region),NO,N090,N090,649475,YES,TRI,YES,Metal complound categories,NO,NO,NO,A,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000
2024,21226BRNDN1000B,110038162902,BRANDON SHORES & WAGNER COMPLEX,3000 BRANDON SHORES RD,CURTIS BAY,ANNE ARUNDEL,MD,21226,,,39.178257,-76.541842,,TALEN ENERGY,078612047,TALEN ENERGY CORP,NA,,NA,NO,2211,Electric Utilities,,,,,,,221112,,,,,,1324222802340,Nickel  And Nickel Compounds,YES,N495,N495,650036,YES,TRI,YES,Metal complound categories,YES,NO,NO,R,Pounds,0.000,1124.000,52.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1176.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3059.000,0.000,0.000,0.000,0.000,0.000,0.000,3059.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3059.000,4235.000,0.000,0.000,1176.000,3059.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4235.000,,PRODUCTION,1.000
2024,2087WGRFFT1LEWI,110071732591,GRIFFITH ENERGY SERVICES - DAMASCUS FUELS PLANT,10000 LEWIS DR,DAMASCUS,MONTGOMERY,MD,20872,,,39.290561,-77.206759,,STAR GROUP LP,NA,STAR GROUP LP,NA,,NA,NO,999,Other,,,,,,,457210,,,,,,1324223095656,"1,2,4-Trimethylbenzene",NO,0000095636,95-63-6,16261,NO,TRI,NO,Non_Metal,NO,NO,NO,A,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000
2024,21157GRFFT8SULL,110002341476,GRIFFITH ENERGY SERVICES INC BARE,8 SULLIVAN AVE,WESTMINSTER,CARROLL,MD,21157,,,39.588030,-76.996047,,STAR GROUP LP,NA,STAR GROUP LP,NA,,NA,NO,999,Other,,,,,,,457210,,,,,,1324223106182,Xylene (mixed isomers),NO,0001330207,1330-20-7,84970,YES,TRI,NO,Non_Metal,NO,NO,NO,A,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000
2024,21778BRLBR9801R,110000340462,GLEN-GERY CORP - ROCKY RIDGE PLANT,9801 ROCKY RIDGE RD,ROCKY RIDGE,FREDERICK,MD,21778,,,39.604800,-77.329204,,BRICKWORKS BUILDING PRODUCTS NA,117186318,BRICKWORKS BUILDING PRODUCTS NORTH AMERICA,BRICKWORKS LTD,750292849,BRICKWORKS LTD,NO,327,Nonmetallic Mineral Product,,,,,,,327120,,,,,,1324222872208,Barium compounds (except for barium sulfate (CAS No. 7727-43-7)),NO,N040,N040,649426,NO,TRI,NO,Metal complound categories,NO,NO,NO,A,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000
2024,2065WSMMCH2823T,110071071785,SMO MECHANICSVILLE PLANT,28230 THREE NOTCH RD,MECHANICSVILLE,ST. MARY'S,MD,20659,,,38.443676,-76.738429,,STAR GROUP LP,NA,STAR GROUP LP,NA,,NA,NO,999,Other,,,,,,,454310,,,,,,1324223091846,"1,2,4-Trimethylbenzene",NO,0000095636,95-63-6,16261,NO,TRI,NO,Non_Metal,NO,NO,NO,A,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000
2024,21795PSNCH16414,110000340523,ENGINEERED POLYMER SOLUTIONS INC.,16414 INDUSTRIAL LN,WILLIAMSPORT,WASHINGTON,MD,21795,,,39.597371,-77.800568,,THE SHERWIN-WILLIAMS CO,004206397,THE SHERWIN-WILLIAMS CO,NA,,NA,NO,325,Chemicals,,,,,,,325510,,,,,,1324223087368,Certain glycol ethers,NO,N230,N230,649541,YES,TRI,NO,May contain metal,NO,NO,NO,R,Pounds,0.000,6.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,752.000,0.000,752.000,0.000,0.000,0.000,0.000,1732.000,0.000,1732.000,0.000,2484.000,6.000,0.000,0.000,6.000,0.000,0.000,0.000,752.000,0.000,0.000,0.000,1732.000,2490.000,,PRODUCTION,1.280
2024,21222TNMCC2300E,110000339820,TNEMEC CO INC,2300 EDGEWATER AVE,BALTIMORE,BALTIMORE (CITY),MD,21222,,,39.261900,-76.535417,,TNEMEC CO INC,077410538,TNEMEC CO INC,NA,,NA,NO,325,Chemicals,,,,,,,325510,,,,,,1324222732289,Vanadium compounds,NO,N770,N770,755389,NO,TRI,YES,Metal complound categories,NO,NO,NO,R,Pounds,0.000,5.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,290.000,0.000,0.000,290.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,290.000,5.000,0.000,0.000,5.000,0.000,0.000,0.000,0.000,0.000,290.000,0.000,0.000,295.000,,PRODUCTION,1.180
2024,21226STLCL4000H,110002468892,EASTALCO ALUMINUM CO PIER,4000 FORT ARMISTEAD RD,BALTIMORE,BALTIMORE (CITY),MD,21226,,,39.208311,-76.542574,,ALCOA CORP,080362431,ALCOA CORP,NA,,NA,NO,999,Other,,,,,,,488320,,,,,,1324222559421,Lead  And Lead Compounds,YES,N420,N420,650002,YES,PBT,YES,Metal complound categories,NO,YES,NO,R,Pounds,0.200,0.640,0.010,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.850,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.240,0.000,0.000,0.000,0.000,0.000,0.000,0.240,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.240,1.090,0.000,0.000,0.850,0.240,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.090,,ACTIVITY,0.970
2024,2067WSMBRS21BUG,110071071824,SMO BARSTOW PLANT,201 BUGEYE SQ,PRINCE FREDERICK,CALVERT,MD,20678,,,38.512073,-76.644255,,STAR GROUP LP,NA,STAR GROUP LP,NA,,NA,NO,999,Other,,,,,,,457210,,,,,,1324223094893,Xylene (mixed isomers),NO,0001330207,1330-20-7,84970,YES,TRI,NO,Non_Metal,NO,NO,NO,A,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000
2024,20794LTSPC7151M,110000339269,ELITE SPICE INC.,7151 MONTEVIDEO RD,JESSUP,HOWARD,MD,20794,,,39.174072,-76.776287,,ELITE SPICE INC,182893370,ELITE SPICE INC,NA,,NA,NO,311,Food,,,,,,,311942,,,,,,1324223079435,Ethylene glycol,NO,0000107211,107-21-1,24257,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,35843.000,35843.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,35843.000,0.000,35843.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,35843.000,35843.000,,ACTIVITY,0.850
2024,20707MRYLNPOBOX,110000761765,MARYLAND & VIRGINIA LAUREL LLC,8321 LEISHEAR RD,LAUREL,HOWARD,MD,20723,,,39.142818,-76.875147,,MD & VA MILK PRODUCERS COOPERATIVE INC,003239563,MD & VA MILK PRODUCERS COOPERATIVE INC,NA,,NA,NO,311,Food,,,,,,,311514,,,,,,1324222567834,Nitrate compounds (water dissociable; reportable only when in aqueous solution),NO,N511,N511,649616,NO,TRI,NO,May contain metal,NO,NO,NO,R,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11337.000,102033.000,113370.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11337.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,102033.000,0.000,113370.000,11337.000,0.000,0.000,0.000,0.000,11337.000,0.000,0.000,0.000,0.000,0.000,102033.000,113370.000,,ACTIVITY,0.780
